CATEGORY,MRP,product code,product name,DISCOUNT,GST,selling rate excl gst,hsn,
Travel,500,1623,1623 Stylish Umbrella Folding Plastic Wine Bottle Deco Umbrella (Multicolor),20,18,339,660199,https://cdn.shopify.com/s/files/1/1916/9825/products/1623.jpg?v=1620939926
Garden,600,1635,1635 Jet Water Cannon 8 in 1 Turbo Water Spray Gun,25,18,381,8201,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODE_cef225a4-a162-4f27-bbf2-e58db76da80a.jpg?v=1622733194
Travel,600,1639,1639 Stylish Banana Shaped Mini Foldable Umbrella,20,18,406,660199,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODE_4357e4c5-3d07-4d3b-8c76-8d5b0cffcb94.jpg?v=1623344978
Travel,500,1644,1644 Rose umbrella Lightweight Waterproof UV Protection Mini Folding Creative Rose Flower Case,15,18,360,660199,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODE_a757a52c-8186-4830-9fd8-aed13a3275fa.jpg?v=1623345091
Sports,400,1666,1666 Multi-Level Back Stretcher Posture Corrector Device For Back Pain Relief,5,18,322,392620,https://cdn.shopify.com/s/files/1/1916/9825/products/hasdhsdkjasghd.jpg?v=1624558699
Sports,500,1673,1673 Multi-Level Back Stretcher Posture Corrector Device for Back Pain,5,18,402,392620,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODE_87611697-b10c-4165-b21c-ac48bf53690a.jpg?v=1625166234
Garden,500,1677,1677 3 Arm 360° Sector Rotating Water Sprinkler Garden Pipe Hose Irrigation Yard,15,18,360,392690,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODE_c09756a5-6abc-4e80-ac51-180bb944452a.jpg?v=1625755397
Garden,1500,1682,1682 Pruning Shear Cutter for All Purpose Garden Use,30,12,937,732393,https://cdn.shopify.com/s/files/1/1916/9825/products/168201.jpg?v=1630602494
Automotive,2000,1683,1683 Motorcycle Two-Three-Wheel Flat tire Emergency Power Booster,55,12,803,732393,https://cdn.shopify.com/s/files/1/1916/9825/products/168301.jpg?v=1632573340
Home Improvement,2000,1684,1684 Instant Heating Electric Water Heater Faucet Tap,40,18,1017,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/cf3cd2fe-7585-4c82-9d1b-3e0590e52fba.jpg?v=1626365333
Automotive,500,1693,1693 Water Spray Gun Trigger High Pressure Water Spray Gun for Car/Bike/Plants,15,18,360,392690,https://cdn.shopify.com/s/files/1/1916/9825/products/169301_2.jpg?v=1632485581
Toys For Kids,600,1697,1697 Magic Toy Metal High Elasticity Steel Silver Appearing Cane Magic Toy Magic Steel,40,12,321,732393,https://cdn.shopify.com/s/files/1/1916/9825/products/169701_1.jpg?v=1632401412
"Beauty, Health & Personal Care",300,1701,1701 Multipurpose Clear Face Shield Reusable Anti-fog Anti-Scratch Protective Fashion Wear for Men,0,18,254,900390,https://cdn.shopify.com/s/files/1/1916/9825/products/170101.jpg?v=1631188478
Automotive,600,1718,1718 Bicycle Horn with LED Light Work On Battery,35,18,330,940540,https://cdn.shopify.com/s/files/1/1916/9825/products/171808.jpg?v=1629438175
"Beauty, Health & Personal Care",600,1722,1722 Anti Mosquito Racket - Rechargeable Insect Killer Bat,15,18,432,380891,https://cdn.shopify.com/s/files/1/1916/9825/products/172203.jpg?v=1630602508
Garden,500,1729,1729 Woodworking Folding Multi-purpose Gardening Saw Outdoor Logging Saw,30,18,296,820290,https://cdn.shopify.com/s/files/1/1916/9825/products/1729.jpg?v=1630750798
Hardware,500,1734,1734 30 Meter Measuring Tape,20,18,339,901790,https://cdn.shopify.com/s/files/1/1916/9825/products/01_8ca23636-f607-49a4-ad72-d9d5751453b0.jpg?v=1631362615
Automotive,600,1735,1735 High Pressure Bicycle Air Pump Tyre Inflator for Cycles,25,12,401,841410,https://cdn.shopify.com/s/files/1/1916/9825/products/173501.jpg?v=1632137383
Home Improvement,2000,1739,1739  Floor Cleaning Spray Mop with Removable Washable Cleaning Pad,60,18,678,392620,https://cdn.shopify.com/s/files/1/1916/9825/products/1739014.jpg?v=1632230911
Garden,700,1746,1746 Garden Sharp Cutter Pruners Scissor with grip-handle,45,18,326,820890,https://cdn.shopify.com/s/files/1/1916/9825/products/174601.jpg?v=1632552048
Watch,350,1802,1802 Unique & Premium Analogue Watch 10 Messi Print Multicolour Dial Leather Strap (Watch 2),20,18,237,911310,https://cdn.shopify.com/s/files/1/1916/9825/products/10_w_2_406377ca-474c-4516-b339-10ebc10200a9.jpg?v=1606577824
Watch,300,1819,1819 Unique & Premium Analogue Stylish Watch with Metallic Wrist Band,0,18,254,911310,https://cdn.shopify.com/s/files/1/1916/9825/products/1819SKUCODE.jpg?v=1615511472
Toys For Kids,350,1918,"1918 Non-Toxic Creative 50 Dough Clay Mould 5 Different Colors, (Pack of 6 Pcs)",0,12,312,950300,https://cdn.shopify.com/s/files/1/1916/9825/products/1918SKUCODE.jpg?v=1616712155
Kitchen,200,2008,2008_Double Sided Vegetable Peeler,0,18,169,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/1_029cfcc3-b510-407c-8d1d-f063707ca12c.jpg?v=1606577964
Kitchen,300,2035,2035 Plastic Flour Strainer/Shifter,0,18,254,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/bf92ebfd-0c8e-456f-a2d6-dbf84fcaf1cc.jpg?v=1606815625
Kitchen,400,2152,2152 Premium Vegetable Dicer Multi Chopper Set 5 in 1 Cutting Blades,5,18,322,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/WhatsAppImage2020-11-10at12.14.45PM.jpg?v=1606579724
Kitchen,300,2191,2191 Non Stick Microwave & Oven Proof Baking Paper (10Meter),5,18,241,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/226573d3-f842-462a-a746-5c1372b6a7e9.jpg?v=1610075411
Kitchen Tools,300,2197,"2197 Manual Food Chopper, Compact & Powerful Hand Held Vegetable Chopper(900ml)",0,18,254,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/11111_8462bdd0-2dad-4520-89d1-a872f912c7e5.jpg?v=1632834830
Kitchen,300,2207,2207 Non Stick Steel Baking Tray,5,18,241,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/165146514F6FF.jpg?v=1611889208
Kitchen,300,2208,2208 Steel Non-Stick Round Plate Cake Pizza Tray Baking Mould,0,12,267,732393,https://cdn.shopify.com/s/files/1/1916/9825/products/2208.jpg?v=1611889222
Kitchen,300,2240,"2240 Stainless Steel Kitchen Tool Set (Butcher Knife, Standard Knife, Peeler and Kitchen Scissor) - 4 Pcs",0,12,267,732393,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODE2240.jpg?v=1613085880
Kitchen,500,2241,2241 Multipurpose 12 in 1 Vegetable and Fruit Chopper Cutter Grater Slicer,5,18,403,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODE224101.jpg?v=1613085890
"Kitchen Storage, Container & Rack",800,2276,2276 Insulated Water Jug 7 Litres (Multicolour),0,18,678,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/2276SKUCODE.jpg?v=1614288585
Kitchen,400,2278,2278 Lemon Squeezer Press with Deep Bowl (Multicolour),0,12,357,761510,https://cdn.shopify.com/s/files/1/1916/9825/products/2278SKUCODE.jpg?v=1614288596
Kitchen,300,2280,2280 Food Covers Mesh Net Kitchen Umbrella Practical Home Using Food Cover (Multicolour),10,18,228,950300,https://cdn.shopify.com/s/files/1/1916/9825/products/228001.jpg?v=1630602565
Kitchen,300,2281,2281 Stainless Steel Garlic Presser /Crusher (Multicolour),0,12,267,732393,https://cdn.shopify.com/s/files/1/1916/9825/products/2281.SKUCODE.jpg?v=1616117778
Kitchen,300,2282,2282 Portable Hand Crank Air Blower Fan for Charcoal Grill BBQ,0,18,254,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/2282SKUCODE.jpg?v=1614900220
Kitchen,250,2294,2294 Stainless Steel Vegetable Cutter Chopper For Daily Use (Chilly Cutter),0,12,223,732393,https://cdn.shopify.com/s/files/1/1916/9825/products/2294.jpg?v=1616712191
Kitchen,1500,2296,2296 Designer Tableware Dinner Set (Pack of 32),35,18,826,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/2296.jpg?v=1616712214
"Kitchen Storage, Container & Rack",450,2303,2303 Folding Shopping Portable Storage Basket,15,18,324,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/d89e5b8f-bbe3-4e38-8f52-25be57e60e51.jpg?v=1620322265
Kitchen,400,2338,2338 Muffin Cupcake Mould Bakeware Pan Tray Mould Maker 24 Slot Round Shape,5,18,322,73239990,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODE_1734f36c-0568-4c5c-ab1b-4d9e2a1403dd.jpg?v=1619126400
Kitchen Tools,300,2339,2339 Stainless Steel Deep Fry /Mesh Strainer,5,18,241,82159900,https://cdn.shopify.com/s/files/1/1916/9825/products/2339.jpg?v=1619126411
Kitchen,300,2340,2340 Multi Purpose Unbreakable Drinking Glass (Set of 6 Pieces) (300ml),0,18,254,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODE_6326d6c4-8987-43cb-905e-c86e0691d8e0.jpg?v=1619126425
Kitchen,700,2369,2369 Manual Fruit & Vegetable Juicer with Steel Handle Fruit Juicer,25,18,445,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/01_02e6435a-466f-4478-a8d5-9747be310f49.jpg?v=1620940288
Kitchen,600,2374,2374 Electric Mini Garlic Chopper (250ml),10,18,457,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/1_e43bcfe1-4ce2-4cf3-9ed8-a56d8b9013be.jpg?v=1628184685
Kitchen,600,2387,2387 Multipurpose Vegetable and Fruit Chopper Cutter Grater Slicer,15,18,432,3924,https://cdn.shopify.com/s/files/1/1916/9825/products/2_ced8378b-31c0-49d7-b187-060d174019a4.jpg?v=1622137601
Kitchen,400,2395,2395 Non-Slip Wooden Bamboo Cutting Board with Antibacterial Surface,0,18,339,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/23951.jpg?v=1622733280
Kitchen,300,2433,2433 Veg Drill Vegetable Spiralizer Digging for Stuffed Vegetables,0,18,254,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/243301.jpg?v=1632316189
"Kitchen Storage, Container & Rack",1000,2448,"2448 Air Tight Plastic Transparent Container Set (10000ml, 7000ml, 5000ml, 3000ml, 2000ml, 1000ml, 750ml, 500ml)",10,18,762,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODE_f197b319-c6d2-4b75-a597-a8dc9ffd7cb8.jpg?v=1625755487
Kitchen,300,2449,2449 Nonstick Eggs Boiler Cookers Without Egg Shell,0,18,254,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/244901.jpg?v=1630602589
"Kitchen Storage, Container & Rack",700,2464,2464 Wall Mounted Grain Storage Box Cereal Dispenser,5,18,563,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODE_a9a559bf-e3bb-46bf-b771-010c5f80cc7d.jpg?v=1626365429
Kitchen Tools,1000,2485,2485 Portable USB Rechargeable Electric Chopper Fruit Vegetable Onion Chopper Garlic Chopper,45,18,466,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/2485.jpg?v=1632487865
Kitchen Tools,2500,2488,2488 Carbon Steel Oven Bakeware Baking Set,45,12,1227,732393,https://cdn.shopify.com/s/files/1/1916/9825/products/248801.jpg?v=1632570790
Kitchen,500,2489,"2489 Plastic 13-in-1 Manual Vegetable Grater,Chipser and Slicer",0,18,423,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/01_4bc01c1f-f106-4890-a688-a237e1c5dc06.jpg?v=1634124889
Kitchen,300,2523,2523 Ice Cream Serving Spoon Scooper (Stainless Steel),0,12,267,732393,https://cdn.shopify.com/s/files/1/1916/9825/products/252304.jpg?v=1629392208
"Kitchen Storage, Container & Rack",700,2532,2532 Spice Jar Easy Flow Storage  Each 6Pc Set Of 4,10,18,534,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/233201.jpg?v=1630602627
Kitchen,1000,2533,"2533 Yogurt Maker Machine, Stainless Steel Inner Container Electric Yogurt Maker",40,18,508,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/253301.jpg?v=1630602644
Kitchen,300,2558,2558 Portable Seal Pour Food Storage Bag Clip Snack Sealing Clip,0,18,254,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/2558_7.jpg?v=1632395408
Home Decor,600,2559,2559 Pot Stand for Home Garden Balcony Living Room Decor,5,12,509,732393,https://cdn.shopify.com/s/files/1/1916/9825/products/255901_1.jpg?v=1632143395
Kitchen Tools,300,2562,2562 Jumbo Stainless Steel Potato and Chips Maker & Slicer for Kitchen,0,12,267,732393,https://cdn.shopify.com/s/files/1/1916/9825/products/2562.jpg?v=1633934636
Kitchen,600,2563,2563 Wall Mounted Oil Dispenser Bottle,20,18,406,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/256307.jpg?v=1632136588
Kitchen,600,2570,2570 Rotating Cake Stand for Decoration and Baking,35,18,330,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/2570.jpg?v=1633956008
Kitchen,300,2573,2573 Round Shape Carbon steel Muffin Cupcake Mould Case Bakeware,0,12,267,732393,https://cdn.shopify.com/s/files/1/1916/9825/products/257301_6c2b1e1f-3ff4-4fc5-9753-7fd982acfc82.jpg?v=1632546878
Kitchen Tools,600,2575,2575 Space Saver Spice Rack  9 Piece Spice Set,20,18,406,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/2475.jpg?v=1632571668
Kitchen Tools,300,2576,"2576 Stainless Kitchen Tool Set (Butcher Knife, Standard Knife, Peeler and Kitchen Scissor) - 4 Pcs",0,18,254,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/257601.jpg?v=1633005763
Kitchen Tools,400,2579,2579 Utility Knife Stainless Steel Blade with Strong Grip (pack of 12),15,12,303,732393,https://cdn.shopify.com/s/files/1/1916/9825/products/2579.jpg?v=1633754556
Kitchen Tools,700,2581,2581 Manual Aluminium Fruit Press Juicer,15,12,531,732393,https://cdn.shopify.com/s/files/1/1916/9825/products/2581.jpg?v=1633324012
Kitchen,200,2584,2584 Fridge Bags for Fruits and Vegetables with Zip Net (Multicolour),0,18,169,950300,https://cdn.shopify.com/s/files/1/1916/9825/products/2584.jpg?v=1633611549
Kitchen,200,3076,3076 Pinata Cake Wooden Hammer,0,18,169,442090,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODE3076_7d0146a7-d7bc-46b5-8b48-406909e6d954.jpg?v=1626975045
Home Decor,300,3077,3077 Electric Camphor Diffuser Kapoor Dani,10,18,228,851679,https://cdn.shopify.com/s/files/1/1916/9825/products/3077SKUCODE.jpg?v=1613085946
Kitchen,300,3502,"3502 Silicone Chocolate Molds Reusable Multi Shape 14 Cavity Candy Baking Mold (Brown, 8-inch) Pack of 1",20,18,203,391000,https://cdn.shopify.com/s/files/1/1916/9825/products/ChocolateMolds.jpg?v=1606580193
Toys For Kids,300,4608,"4608 Heart Pop It Fidget Toys,Push Pop Bubble Fidget Sensory Toy",10,18,228,391000,https://cdn.shopify.com/s/files/1/1916/9825/products/4608.jpg?v=1632482291
Toys For Kids,300,4609,"4609 Octagon Pop It Fidget Toys,Push Pop Bubble Fidget Sensory Toy",10,18,228,391000,https://cdn.shopify.com/s/files/1/1916/9825/products/460902.jpg?v=1632481908
Toys For Kids,600,4648,4648 High Speed Multicolor Cube (pack of 6),10,18,457,392690,https://cdn.shopify.com/s/files/1/1916/9825/products/464801.jpg?v=1627574240
Gloves,300,4661,4661 Reusable Silicone Cleaning Brush Scrubber Gloves (Multicolor),0,18,254,391000,https://cdn.shopify.com/s/files/1/1916/9825/products/466101.jpg?v=1628792179
Home Improvement,2000,4670,4670 4Layer with Plastic Modular Drawer System,35,18,1101,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/467001_a4ce2369-5a91-4571-af38-d753df8e8de5.jpg?v=1630007798
Kitchen,600,4690,4690 Silicone Anti Slip Food Grade Round Coasters Trivets Mat Pads,35,18,330,391000,https://cdn.shopify.com/s/files/1/1916/9825/products/469008_9f22371a-f997-4b4d-9a21-4a9063fa91a7.jpg?v=1632207656
Toys For Kids,400,4692,4692 High Speed Multicolor Cube (Pack of 12),10,18,305,392690,https://cdn.shopify.com/s/files/1/1916/9825/products/469201.jpg?v=1632224281
Toys For Kids,300,4695,"4695 Round Pop It Fidget Toys,Push Pop Bubble Fidget Sensory Toy",10,18,228,391000,https://cdn.shopify.com/s/files/1/1916/9825/products/4695_6.jpg?v=1632477617
Toys For Kids,300,4696,"4696 Square Pop It Fidget Toys,Push Pop Bubble Fidget Sensory Toy",10,18,228,391000,https://cdn.shopify.com/s/files/1/1916/9825/products/469603.jpg?v=1632476949
Home Improvement,600,4697,4697 3 Layer Shower Caddy For Bathroom Hanging,5,18,483,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/469701_1.jpg?v=1632749197
Mobile Accessories,500,4702,4702 Apple Shape Mobile Holder Multi Angle Adjustable Fold (40 pc),5,18,402,392690,https://cdn.shopify.com/s/files/1/1916/9825/products/4702_9967f0ef-c2f3-454e-997d-769ac381b76f.jpg?v=1633611669
Home Improvement,500,6005,6005 Plastic Non-Slip Folding Toilet Squat Stool - White Color,0,18,423,392690,https://cdn.shopify.com/s/files/1/1916/9825/products/6005.jpg?v=1633761877
Home Decor,600,6014,6014 Lantern Shape Decorative Led Lamp Set of 24pcs,0,18,508,940520,https://cdn.shopify.com/s/files/1/1916/9825/products/6014.jpg?v=1634044383
Kitchen,500,7009,"7009 Multipurpose Manual Hand Held Vegetable Chopper, Cutter, Slicer with Storage Lid - 400 ml (Grey Color)",40,18,254,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/7009SKUCODE.jpg?v=1617332713
Kitchen Tools,300,7030,7030  Stainless Steel Garlic Press Crusher,0,18,254,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/7030_1.jpg?v=1632834837
Kitchen,600,7033,7033 Square Shape Carbon Steel Non-stick Baking Tray (17 inch),5,12,509,732393,https://cdn.shopify.com/s/files/1/1916/9825/products/7033.jpg?v=1633762442
Kitchen,500,7034,7034 Round Shape Carbon Steel Non-stick Baking Tray (11 Inch),10,12,401,732393,https://cdn.shopify.com/s/files/1/1916/9825/products/7034.jpg?v=1633764147
Kitchen,600,7035,7035 Square Shape Carbon Steel Non-stick Baking Tray (15 inch),15,12,455,732393,https://cdn.shopify.com/s/files/1/1916/9825/products/7035_1.jpg?v=1633762660
Mobile Accessories,2000,7218,7218 Wireless/Bluetooth Portable Mobile Speaker (Multicolour),30,18,1186,392690,https://cdn.shopify.com/s/files/1/1916/9825/products/1_ff8d6ef0-5065-4f52-aebf-c53916b7b2f2_1.jpg?v=1632137216
Mobile Accessories,1500,7220,7220 Designer Mobile Pop Holder (100 units),50,18,635,392690,https://cdn.shopify.com/s/files/1/1916/9825/products/07_c9a1ba4e-957b-4bf9-9608-8e573a80b322_2.jpg?v=1633091598
Home Decor,1000,7221,"7221 Festival Decorative - LED Tealight Candles (White, 24 Pcs)",45,18,466,940530,https://cdn.shopify.com/s/files/1/1916/9825/products/722104.jpg?v=1632749574
Mobile Accessories,300,7223,7223 Universal Dashboard Mobile Holder with 360* Rotating Mount,0,18,254,392690,https://cdn.shopify.com/s/files/1/1916/9825/products/7223_1.jpg?v=1634033336
"Beauty, Health & Personal Care",500,7413,"7413 Multi-Level Back Stretching Device,Back Massager Lumbar Support",15,18,360,392620,https://cdn.shopify.com/s/files/1/1916/9825/products/741301.jpg?v=1629392351
Toys For Kids,600,7605,7605 Cube Combo Set (Pack of 20) (Multi Coloured),15,18,432,392690,https://cdn.shopify.com/s/files/1/1916/9825/products/7605SKUCODE.jpg?v=1614288975
Toys For Kids,1000,7607,"7607 Bubble Stick with Windmill Fan Toy for Kids (Multicolors, Pack of 24)",5,18,805,950300,https://cdn.shopify.com/s/files/1/1916/9825/products/460701.jpg?v=1627574277
Chocolate,500,7806,7806 Chocolate almonds (96 GMs),35,18,275,180610,https://cdn.shopify.com/s/files/1/1916/9825/products/780601.jpg?v=1632290994
Home Improvement,2000,8006,8006 Multipurpose Foldable Laptop Table,55,18,763,392490,https://cdn.shopify.com/s/files/1/1916/9825/products/8006.jpg?v=1632299884
Home Improvement,2000,8007,8007 Avengers Foldable Laptop Table for Online Study and Childrens,55,18,763,392490,https://cdn.shopify.com/s/files/1/1916/9825/products/800708.jpg?v=1632313767
Home Improvement,1000,8008,8008L Foldable Black Table (Loose Pack),25,18,635,392490,https://cdn.shopify.com/s/files/1/1916/9825/products/8008L.jpg?v=1632829887
Home Improvement,2000,8008,"8008 Foldable Laptop Table,Computer Stand Reading Holder for Couch Floor, Black",60,18,678,392490,https://cdn.shopify.com/s/files/1/1916/9825/products/8008.jpg?v=1632390999
Toys For Kids,500,8015,8015 Plastic Baby Kids Teddy Stacking Ring Jumbo Stack Up Educational Toy 9pc,10,12,401,950300,https://cdn.shopify.com/s/files/1/1916/9825/products/1_9d9c0e37-f7a5-4d61-a759-238784c274b0.jpg?v=1631625692
