PRODUCT NAME,PROD CODE,CATEGORY,MRP,DISCOUNT,GST%,SELLING RATE,SELLING RATE WITHOUT GST,HSN CODE,Image Src
1080 Reusable Silicone Airtight Leakproof Food Storage Bag - 1 ltr,1080,"Kitchen Storage, Container & Rack",299,0,18,299,253,391000,https://cdn.shopify.com/s/files/1/1916/9825/products/1080_1a21953e-a2de-4f9c-af26-a584ebbbdcb3.jpg?v=1615511209
0172 Rubber Pet Cleaning Massaging Grooming Glove Brush,0172,Other,399,25,18,299,254,391000,https://cdn.shopify.com/s/files/1/1916/9825/products/5aec42bd8eec4923c84a3d60-large.jpg?v=1615511142
1137 Cake Decorating Baking 3 Cavity Cactus Silicone Chocolate Mold (Pink),1137,Kitchen,299,0,18,299,253,391000,https://cdn.shopify.com/s/files/1/1916/9825/products/1137SKUCODE.jpg?v=1613684552
3306 Silicone 6-Cavity Half Circle Half Sphere Half Round Hemisphere Baking Mould Chocolate Desserts Ice Cream Bombs Soap (Random Colour),3306,Kitchen,499,35,18,324,275,391000,https://cdn.shopify.com/s/files/1/1916/9825/products/31jTMy-V-GL.jpg?v=1608252433
"3502 Silicone Chocolate Molds Reusable Multi Shape 14 Cavity Candy Baking Mold (Brown, 8-inch) Pack of 1",3502,Kitchen,299,10,18,269,228,391000,https://cdn.shopify.com/s/files/1/1916/9825/products/ChocolateMolds.jpg?v=1606580193
2137 Silicone Foldable Collapsible Electric Water Kettle Camping  Boiler,2137,Kitchen,1499,45,18,824,699,391000,https://cdn.shopify.com/s/files/1/1916/9825/products/waterkettle01.jpg?v=1606579443
1778 Aluminium Self Adhesive Foil Tape,1778,Hardware,599,35,18,389,330,391910,https://cdn.shopify.com/s/files/1/1916/9825/products/1778.jpg?v=1636625415
1565 Professional Measuring Tape/Ruler - 30 Meter,1565,Hardware Fitting,499,20,18,399,338,391910,https://cdn.shopify.com/s/files/1/1916/9825/products/173402.jpg?v=1631364144
1538 Self Adhesive Transparent Packing Tape- 200 metres,1538,Office Supply,399,5,18,379,321,391910,https://cdn.shopify.com/s/files/1/1916/9825/products/8f238212-21f6-48b8-8a6e-420d08ab7c4e.jpg?v=1607644607
0351 -4 In 1 Blackhead Whitehead Extractor Remover Device Acne Pimple Pore Cleaner (Vacuum Suction Tool),0351,"Beauty, Health & Personal Care",844,50,18,422,358,391990,https://cdn.shopify.com/s/files/1/1916/9825/products/0351SKUCODE.jpg?v=1614900030
0326 Silicone Collapsible/Foldable Water Bottle,0326,"Kitchen Storage, Container & Rack",599,30,18,419,355,392310,https://cdn.shopify.com/s/files/1/1916/9825/products/0326.jpg?v=1618531525
2601 3 in 1 Kitchen Multipurpose Julienne Grater Salad Maker,2601,Kitchen Tools,699,10,12,629,562,392321,https://cdn.shopify.com/s/files/1/1916/9825/products/2601.jpg?v=1636009003
2327L 15 in 1 Stainless Steel Kitchen Press with Different Parts (Loose Packing),2327,Kitchen,599,20,12,479,428,392321,https://cdn.shopify.com/s/files/1/1916/9825/products/2347L.jpg?v=1634128427
"0090L Kitchen Press Set 12 pcs, Silver (Loose Packing)",0090,Kitchen,599,20,12,479,428,392321,https://cdn.shopify.com/s/files/1/1916/9825/products/0090L_1.jpg?v=1633958188
2327 15 in 1 Stainless Steel Kitchen Press with Different Parts,2327,Kitchen Tools,499,0,12,499,446,392321,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODE_309b5826-3b9e-4fbe-be33-23effa925f3f.jpg?v=1618532547
"0931  POD pouch Secure Tamper Proof Courier Bags,100 pcs (7 x 11 Inch)",0931,Other,409,0,18,409,347,392321,https://cdn.shopify.com/s/files/1/1916/9825/products/7x11inchpolybag.jpg?v=1606576082
"0930  POD pouch Secure Tamper Proof Courier Bags,100 pcs (7.5 x 7.5 Inch)",0930,Other,409,10,18,368,312,392321,https://cdn.shopify.com/s/files/1/1916/9825/products/7.5-7.5inchpolybag.jpg?v=1606576060
0906 Tamper Proof Courier Bags (12X16 inch) Pack of 100Pcs,0906,Other,699,5,18,664,563,392391,https://cdn.shopify.com/s/files/1/1916/9825/products/906.jpg?v=1635331539
0915 Temper Proof Courier Bags (12X14Inch) Pack Of 100Pcs,0915,Other,999,40,18,599,508,392391,https://cdn.shopify.com/s/files/1/1916/9825/products/0915.jpg?v=1634971038
0913 Tamper Proof Courier Bags (10X12inch) 100Pcs,0913,Other,999,45,18,549,466,392391,https://cdn.shopify.com/s/files/1/1916/9825/products/0913.jpg?v=1634966245
0916 Tamper Proof Courier Bags (12X16)  100Pcs,0916,Other,999,35,18,649,550,392391,https://cdn.shopify.com/s/files/1/1916/9825/products/0916.jpg?v=1634966199
0912 Tamper Proof Polybag Pouches Cover for Shipping Packing (Size 9 x12),0912,Other,499,0,18,499,423,392391,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODE0912.jpg?v=1617332259
0079 Manual 2 in 1 Handy smart chopper for Vegetable Fruits Nuts Onions Chopper Blender Mixer Food Processor (750 ml),0079,Kitchen,569,25,18,427,362,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/0079_26164dd0-ec90-4550-bae4-3433d8d52d1f.jpg?v=1637907280
2101 Folding Lightweight Plastic Stool (Black),2101,Kitchen Tools,499,10,18,449,381,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/2101_56d9d15c-67bd-45ef-961e-a6a86e591a1e.jpg?v=1636954968
4649 Adjustable Folding Clothes Steel Drying Racks Hanger Shelf,4649,Home Improvement,999,20,18,799,677,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/464901_6ac1eabb-7ef6-425b-989c-f68d921d7f08.jpg?v=1636809099
6024 Automatic Hands-Free Touch less Soap Dispenser with Auto Sensor (480ML),6024,Cleaning Supplies,599,30,18,419,355,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/01_411d2e68-450c-4893-975f-2764a4af38ef.jpg?v=1635742887
2570 Rotating Cake Stand for Decoration and Baking,2570,Kitchen,599,30,18,419,355,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/2570.jpg?v=1633956008
2407 Plastic Spice Jars Dispenser Masala Rack Easy Flow Storage,2407,"Kitchen Storage, Container & Rack",499,10,18,449,381,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/2407.jpg?v=1633781308
0223 -2 in 1 Plastic Cleaning Brush Toilet Brush with Holder,0223,Home Improvement,599,10,18,539,457,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/0223_5a70995c-1ae6-49fa-b237-d090fc322ede.jpg?v=1633505053
"2576 Stainless Kitchen Tool Set (Butcher Knife, Standard Knife, Peeler and Kitchen Scissor) - 4 Pcs",2576,Kitchen,299,0,18,299,253,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/257601.jpg?v=1633005763
0065A Manual Stainless Steel Compact Extra Sharp Vegetable Chopper with 5 Blades (750 ml),0065,Kitchen,299,0,18,299,253,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/0065A.jpg?v=1633521871
7030  Stainless Steel Garlic Press Crusher,7030,Kitchen,299,0,18,299,253,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/7030_1.jpg?v=1632834837
"2197 Manual Food Chopper, Compact & Powerful Hand Held Vegetable Chopper(900ml)",2197,Kitchen,299,0,18,299,253,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/11111_8462bdd0-2dad-4520-89d1-a872f912c7e5.jpg?v=1632834830
4697 3 Layer Shower Caddy For Bathroom Hanging,4697,Home Improvement,599,0,18,599,508,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/469701_1.jpg?v=1632749197
"0122 Plastic Spice Jars (6 pcs, 14x22x8cm, Multicolour)",0122,"Kitchen Storage, Container & Rack",299,0,18,299,253,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/0122_df0c034d-407a-4a43-b391-1d1c33d68827.jpg?v=1632723687
2568 Plastic Storage container Set with Opening Mouth,2568,"Kitchen Storage, Container & Rack",599,0,18,599,508,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/256801_1.jpg?v=1632569063
2485 Portable USB Rechargeable Electric Chopper Fruit Vegetable Onion Chopper Garlic Chopper,2485,Kitchen,999,40,18,599,508,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/2485.jpg?v=1632487865
1287 Cool Day White Decorative Fan Blade Shaped Foldable LED Bulb,1287,Home Improvement,499,30,18,349,296,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/1287.jpg?v=1632489645
2572 Chopping Board with Knife Set (Pack of 5),2572,Kitchen,599,15,18,509,431,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/257201.jpg?v=1632486361
"1286 Phone Holder for Table, Foldable Universal Mobile Stand for Desk",1286,Mobile Accessories,299,0,18,299,253,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/128601.jpg?v=1632397543
2558 Portable Seal Pour Food Storage Bag Clip Snack Sealing Clip,2558,Kitchen,299,0,18,299,253,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/2558_7.jpg?v=1632395408
2564 Glossy Finish  Coffee Tea Milk Plain Mug 350ml,2564,Kitchen,499,10,18,449,381,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/256401.jpg?v=1632388544
2433 Veg Drill Vegetable Spiralizer Digging for Stuffed Vegetables,2433,Kitchen,299,0,18,299,253,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/243301.jpg?v=1632316189
2563 Wall Mounted Oil Dispenser Bottle,2563,Kitchen,599,15,18,509,431,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/256307.jpg?v=1632136588
"2556 Creative Snack Dish, Five trellised Family Fruit Dessert set",2556,Kitchen,499,10,18,449,381,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/255601.jpg?v=1632207976
2551 Multipurpose Top Kitchen Knife for Home and Restaurant (12Pcs Set),2551,Kitchen,599,35,18,389,330,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/255101.jpg?v=1631853646
0115 Multi-Function 2 Layer 14 Egg Cooker Boilers & Steamer,0115,Kitchen,699,20,18,559,474,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/0115_4b409bb1-6600-47e9-ac1a-5f75e6fd9a89.jpg?v=1631596035
1471 Cockroach Traps Box Cockroach Bug Roach Catcher Cockroach Killer,1471,Kitchen,299,0,18,299,253,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/147101.jpg?v=1631015195
"2533 Yogurt Maker Machine, Stainless Steel Inner Container Electric Yogurt Maker",2533,Kitchen,999,35,18,649,550,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/253301.jpg?v=1630602644
2532 Spice Jar Easy Flow Storage  Each 6Pc Set Of 4,2532,"Kitchen Storage, Container & Rack",699,5,18,664,563,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/233201.jpg?v=1630602627
"0096 Plastic Easy Flow Storage Jar with Lid (750ml, Set of 6)",0096,"Kitchen Storage, Container & Rack",499,15,18,424,359,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/0096_f91fa0e7-59ea-4bca-9cda-0b96e3adddd1.jpg?v=1630007291
7027 Electric Fruit Vegetable Onion Garlic Cutter Food Speedy Chopper,7027,Kitchen,999,50,18,500,423,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/7027.jpg?v=1630007893
"2025 Maitri Plastic 12-in-1 Jumbo Manual Vegetable Grater, Chipser and Slicer",2025,Kitchen,999,45,18,549,466,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/252001_8d797c0b-e747-4a80-82db-7a8ae6b858ff.jpg?v=1630007639
2516 Combo Stainless Steel 9 Russian Cake Icing Nozzles,2516,Kitchen,399,5,18,379,321,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/251601.jpg?v=1629392115
2430 Manual Knife Sharpener 2 Stage Sharpening Tool for Ceramic Knife and Steel Knives,2430,Kitchen,499,25,18,374,317,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/243001.jpg?v=1629392054
2374 Electric Mini Garlic Chopper (250ml),2374,Kitchen,599,5,18,569,482,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/1_e43bcfe1-4ce2-4cf3-9ed8-a56d8b9013be.jpg?v=1628184685
2064 Foldable Drain Rack Kitchen Sink Roll up Dish Drying Rack Portable Dish Rack,2064,Kitchen,499,20,18,399,338,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODE_c5b977d4-2c95-4104-8593-ab4676d8ab89_1.jpg?v=1628184636
"2489 Plastic 13-in-1 Manual Vegetable Grater,Chipser and Slicer",2489,Kitchen,499,0,18,499,423,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/01_4bc01c1f-f106-4890-a688-a237e1c5dc06.jpg?v=1634124889
0804 Collapsible Folding Silicone Dish Drying Drainer Rack with Spoon Fork Knife Storage Holder,0804,"Kitchen Storage, Container & Rack",499,10,18,449,381,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODE_9e9c8e1a-55ee-4606-a790-4685f26db578.jpg?v=1627573905
2467  24 Pack Premium Stainless Steel Cutlery Set,2467,Kitchen,999,15,12,849,758,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODE_9ed6ad64-a7f3-4bbb-a2a4-1f7cbcccbd1c.jpg?v=1626974931
"2402 Mini Garlic Chopper Mixer, Portable Cordless Grinder",2402,Kitchen,299,0,18,299,253,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODE_748823c4-ed70-4b35-b317-62636162c428.jpg?v=1626974900
2464 Wall Mounted Grain Storage Box Cereal Dispenser,2464,"Kitchen Storage, Container & Rack",699,0,18,699,592,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODE_a9a559bf-e3bb-46bf-b771-010c5f80cc7d.jpg?v=1626365429
1684 Instant Heating Electric Water Heater Faucet Tap,1684,Home Improvement,1999,35,18,1299,1101,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/cf3cd2fe-7585-4c82-9d1b-3e0590e52fba.jpg?v=1626365333
2456  jar Container Coming with Metal Air Tight and Rust Proof Cap (Set of 3),2456,"Kitchen Storage, Container & Rack",499,0,18,499,423,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/2456.jpg?v=1628184715
2454 Air Tight Unbreakable Big Size 1100 ml Square Shape Kitchen Storage Container (Set of 6),2454,"Kitchen Storage, Container & Rack",799,0,18,799,677,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODE_e379b7e6-fa3e-44c2-9dbb-d4992c096e6e.jpg?v=1625755538
1197 Electronic Kitchen Digital Spoon Weighing Scale,1197,Kitchen,799,30,18,559,474,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/1_9b48c708-955a-448e-8392-32c25e6716e8.jpg?v=1625166050
2444 Crystal Seasoning Acrylic Box Pepper Salt Spice Rack,2444,"Kitchen Storage, Container & Rack",599,15,18,509,431,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODE_f61402f3-aa04-4855-a460-5ffbc698713f.jpg?v=1625166341
2415 Vegetable Cutter Chopper Chipser for Kitchen 12 in 1 (11 Blade and 1 Peeler),2415,Kitchen,599,10,18,539,457,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODE1_262aa320-1b80-4a00-be0f-8ac481f3c3fe.jpg?v=1623953241
"2408 Resistant Glass Jug for Juice, Milk, Cold or Hot Beverages",2408,"Kitchen Storage, Container & Rack",499,0,18,499,423,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODE_a5825a05-03cf-42be-878a-d4845175c1cb.jpg?v=1623345301
2395 Non-Slip Wooden Bamboo Cutting Board with Antibacterial Surface,2395,Kitchen,399,0,18,399,338,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/23951.jpg?v=1622733280
2369 Manual Fruit & Vegetable Juicer with Steel Handle Fruit Juicer,2369,Kitchen,699,20,18,559,474,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/01_02e6435a-466f-4478-a8d5-9747be310f49.jpg?v=1620940288
2360 Stainless Steel Jar With Visible Container Glass Window & Airtight Lid (800ml),2360,"Kitchen Storage, Container & Rack",499,10,18,449,381,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/01_5f132fef-b2e8-43e5-a331-72dd7d01b8cf.jpg?v=1620940131
2303 Folding Shopping Portable Storage Basket,2303,"Kitchen Storage, Container & Rack",449,10,18,404,342,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/d89e5b8f-bbe3-4e38-8f52-25be57e60e51.jpg?v=1620322265
0805 Cake Decorating Nozzle with Piping Bag Stainless Steel Piping Cream Frosting Nozzles,0805,Baking Tools & Accessories,299,10,18,269,228,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODE_1be72ce3-0fa9-4423-8b53-f5602aa017fe.jpg?v=1619722887
0072 Manual Food Chopper (Food Processor) (800 ml),0072,Kitchen Tools,569,35,18,370,313,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/0072SKUCODE.jpg?v=1619722864
"0630 Stylish look Plastic Juicy Glass, Transparent Glasses Set 300ml (6pcs)",0630,Kitchen Tools,379,20,18,303,257,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/0630_0b4c3794-1eb5-43c0-bf9d-ebc9e898fe4b.jpg?v=1619722877
2340 Multi Purpose Unbreakable Drinking Glass (Set of 6 Pieces) (300ml),2340,Kitchen,299,0,18,299,253,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODE_6326d6c4-8987-43cb-905e-c86e0691d8e0.jpg?v=1619126425
0645 Water Sprayer Hand-held Pump Pressure Garden Sprayer - 2 L,0645,Garden,499,10,18,449,381,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/garden-pump-pressure-sprayer-lawn-sprinkler-water-mister-original-imafu9rxtgdpdzsq.jpg?v=1619125717
0168 Manual Fruit Vegetable Juicer with Juice Cup and Waste Collector,0168,Kitchen,684,25,18,513,435,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/0168.jpg?v=1619125390
0061 Spice bottle 6pcs,0061,"Kitchen Storage, Container & Rack",564,35,18,367,311,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/0061_5bf7aba2-b757-4ecf-bce5-233c379e77e5.jpg?v=1618531129
2325 Wall Mounted Cereal Dispenser Tank Grain Dry Food Container (1500ML) (Multicolour),2325,"Kitchen Storage, Container & Rack",499,15,18,424,359,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/2325.jpg?v=1618532519
2307 Telescopic Adjustable Faucet Rack Dish Brushes Sponge Storage Shelves Sink Drain,2307,Home Improvement,329,5,18,313,265,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/WhatsAppImage2021-04-12at11.33.04AM.jpg?v=1618532438
2318  Ice Gola Maker Ice Snow Maker Machine,2318,Kitchen,799,10,18,719,609,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/2318.jpg?v=1617924903
2310 Plastic 2 Layer Multi-Purpose Kitchen Storage Basket Rack,2310,Shelves & Racks,999,30,18,699,593,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/2310SKUCODE.jpg?v=1617924825
2306 Manual Knife Sharpener 3 Stage Sharpening Tool for Ceramic Knife and Steel Knives,2306,Kitchen,404,25,18,303,257,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/2306SKUCODE.jpg?v=1617332639
2302 Aluminium Silver Kitchen Foil Roll ( 72 Meter *),2302,Kitchen,499,0,18,499,423,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/2302SKUCODE.jpg?v=1620940004
"2298 Reusable Clear Square Container for Sugar, Salt, Dried Fruits, & More (1500 ML) (6 pcs)",2298,"Kitchen Storage, Container & Rack",1199,30,18,839,711,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/2298SKUCODE.jpg?v=1616712244
"2297 12 in 1 Multipurpose Fruit & Vegetable Chopper, Slicer, Chipser, Dicer, Cutter and Grater",2297,Kitchen,799,20,18,639,542,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/2297SKUCODE.jpg?v=1616712230
"2292 Serving Tray Set  (Pack of 3 Pcs) (Small, Medium, Large) (Multicolour)",2292,Kitchen,349,0,18,349,296,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/2292.jpg?v=1616117831
2161 10 in 1 Multifunctional Vegetable Fruits Cutter/Slicer Shredder with Rotating Drain Basket,2161,Kitchen,499,15,18,424,359,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/2161.jpg?v=1616117758
2286 Matka Shaped Jar with Air Tight & Leak Proof Lid (Multicolour) (Set of 6) (900Ml),2286,"Kitchen Storage, Container & Rack",799,15,18,679,576,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/2287SKUCODE_a9bd7c5b-7b8a-48f1-9281-62551a442e94.jpg?v=1615511507
2282 Portable Hand Crank Air Blower Fan for Charcoal Grill BBQ,2282,Kitchen,279,5,18,265,225,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/2282SKUCODE.jpg?v=1614900220
2277 3.5 LTR Water Rover Jug (Plastic) (Multi-coloured),2277,"Kitchen Storage, Container & Rack",499,0,18,499,423,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/2277SKUCODE.jpg?v=1614288591
"2274 Air Tight Apple Shape Storage Container - 500 ml, 800 ml and 1500 ml (4 Pcs Each Size, 12 Pcs)",2274,"Kitchen Storage, Container & Rack",699,0,18,699,592,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/2274SKUCODE.jpg?v=1614288575
2267 5 LTR Water Rover Jug (Plastic) (Multi-coloured),2267,Home Improvement,699,10,18,629,533,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/2267.jpg?v=1614288509
"7009 Multipurpose Manual Hand Held Vegetable Chopper, Cutter, Slicer with Storage Lid - 400 ml (Grey Color)",7009,Kitchen,469,30,18,328,278,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/7009SKUCODE.jpg?v=1617332713
2241 Multipurpose 12 in 1 Vegetable and Fruit Chopper Cutter Grater Slicer,2241,Kitchen,499,0,18,499,423,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODE224101.jpg?v=1613085890
1570 3 Layer Multipurpose Portable Folding Shoe Rack/Shoe Cabinet,1570,Home Improvement,699,10,18,629,533,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/1570SKUCODE.jpg?v=1613085741
2229 Compact 6 in 1 Egg Boiler Cooker/Poacher,2229,Kitchen,499,10,18,449,381,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODE2229.jpg?v=1637734146
2207 Non Stick Steel Baking Tray,2207,Kitchen,299,0,18,299,253,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/165146514F6FF.jpg?v=1611889208
2199 Multipurpose Vegetable and Fruit Chopper Cutter Grater Slicer,2199,Kitchen,999,40,18,599,508,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/219902.jpg?v=1611278364
2191 Non Stick Microwave & Oven Proof Baking Paper (10Meter),2191,Kitchen,299,0,18,299,253,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/226573d3-f842-462a-a746-5c1372b6a7e9.jpg?v=1610075411
2182 Light Weight Plastic Dinner Set of 36 Pieces,2182,Kitchen,999,10,18,899,762,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/Untitled-10_2560cb08-55cc-4118-9a95-5e6f369955de.jpg?v=1609470169
2174 Multipurpose Rajwadi Style Spice & Pickle Jar Set 4 Containers with 2 spoons,2174,"Kitchen Storage, Container & Rack",499,10,18,449,381,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/mukhvashdani01.jpg?v=1608878132
2162 Hot N Fresh Insulated Plastic Casserole Gift Set (3 Pieces),2162,Kitchen,499,0,18,499,423,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/cr01.jpg?v=1607046071
0139 Foldable Strainer Chef Basket,0139,Kitchen,649,35,18,422,358,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/0139.jpg?v=1617924305
2152 Premium Vegetable Dicer Multi Chopper Set 5 in 1 Cutting Blades,2152,Kitchen,399,0,18,399,338,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/WhatsAppImage2020-11-10at12.14.45PM.jpg?v=1606579724
2150 Multi functional Electric 2 in 1 Egg Frying Pan with Egg Boiler Machine Measuring Cup with Handle,2150,Kitchen,799,0,18,799,677,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/41bSBf_HlfL.jpg?v=1606579673
1522 Hand-Held Packing Tape Dispenser with Retractable Blade for Tape,1522,Office Supply,499,5,18,474,402,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/Hcaba5fb02eed4753ad4916ce06ded7c9T.jpg?v=1606577669
0825 Heavy Duty Universal Washing Machine Stand Double Single Door Stand,0825,Kitchen,899,0,18,899,762,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODE_6ee91d4f-1a96-408b-bc82-d861ff1483f3.jpg?v=1619126043
1241 Pet Hair Remover Multi-Purpose Double Sided Self-Cleaning and Reusable Pet Fur Remover,1241,Other,499,20,18,399,338,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/WhatsAppImage2020-09-29at5.38.59PM.jpg?v=1606576761
2099 Rotating Cake Stand for Decoration and Baking,2099,Kitchen,499,15,18,424,359,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/209901.jpg?v=1630602532
0520 Stackable 5 Layer Folding Shoe Rack,0520,Home Improvement,999,20,18,799,677,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/0520.jpg?v=1618532001
2055 Kitchen Plastic Space Saver Organizer Basket Rack- 4 pcs,2055,Kitchen,499,30,18,349,296,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/2055KitchenPlasticSpaceSaverOrganizerBasketRack-4pcs.jpg?v=1606578326
2035 Plastic Flour Strainer/Shifter,2035,Kitchen,299,0,18,299,253,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/bf92ebfd-0c8e-456f-a2d6-dbf84fcaf1cc.jpg?v=1606815625
"2023 Plastic 14-in-1 Jumbo Manual Vegetable Grater,Chipser and Slicer",2023,Kitchen,599,0,18,599,508,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/1_92398fa3-9435-47fb-9fce-4d42f50d924a.jpg?v=1606578117
2008_Double Sided Vegetable Peeler,2008,Kitchen,199,0,18,199,169,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/1_029cfcc3-b510-407c-8d1d-f063707ca12c.jpg?v=1606577964
0732 Multipurpose Unbreakable Plastic Matka Stand/Pot Stand,0732,Kitchen,894,60,18,358,303,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODE_9733e548-4a76-4c0c-b37e-ae3eded09755.jpg?v=1619125872
0383 Pill Case- 4 Row 28 Squares Weekly 7 Days Tablet Box Holder Medicine Storage Organizer Container,0383,"Beauty, Health & Personal Care",324,10,18,292,247,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODEcopy_f2ae9103-8784-4e99-81fa-db378d4c2373.jpg?v=1618531714
0646 Mini Donut Maker Dispenser - Plastic Vada/Meduwada Maker,0646,Kitchen,234,0,18,234,198,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/0646.jpg?v=1619125726
"0449 Handheld Reading Magnifier Glass 3X, 45X with 3 LED Lights for Reading/Maps/Watch Repair",0449,Office Supply,549,30,18,384,326,0,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODEcopy_444b0ea8-0de5-428e-add9-66ceec2ab3fe.jpg?v=1619125413
0528 Multifunctional 3-in-1 Hand-Held Folding Lighted High-Powered Magnifier Glass with 3X Zoom and 2 LED Lights,0528,Office Supply,569,30,18,398,338,0,https://cdn.shopify.com/s/files/1/1916/9825/products/0528.jpg?v=1618532022
