sku name,product code,image-1,image-2,image-3,image-4,image-5,image-6,image-7,image-8,image-9,image-10,,,,,
0250_lazy_snack_bowl,0250,https://cdn.shopify.com/s/files/1/1916/9825/products/0250.jpg?v=1618531334,https://cdn.shopify.com/s/files/1/1916/9825/products/IMG-20200708-WA0054.jpg?v=1618052996,https://cdn.shopify.com/s/files/1/1916/9825/products/1_8ca9d27a-1fec-45f7-b892-6113cd9ef982.jpg?v=1618052996,https://cdn.shopify.com/s/files/1/1916/9825/products/5_5fad8afd-2a90-43d9-9426-70a7802b385a.jpg?v=1618052996,https://cdn.shopify.com/s/files/1/1916/9825/products/3_c4ebcc68-fab5-4cfd-be1e-2730eb8fdff6.jpg?v=1618052996,https://cdn.shopify.com/s/files/1/1916/9825/products/2_88d91528-7e49-4f54-bb79-1b050c6b1950.jpg?v=1618052996,https://cdn.shopify.com/s/files/1/1916/9825/products/4_617c4674-33dd-4ac4-9bbd-3152cc4f950b.jpg?v=1618052996,https://cdn.shopify.com/s/files/1/1916/9825/products/6_9305d31c-4d09-437c-96f1-176e398d7533.jpg?v=1618052996,https://cdn.shopify.com/s/files/1/1916/9825/products/7_122f9718-3635-457f-8d24-f711ee61ad20.jpg?v=1618052996,,,,,,
0707_stick_cleaner,0707,https://cdn.shopify.com/s/files/1/1916/9825/products/01_697237f8-3aca-4dd9-8cbd-a20e46384d2e.jpg?v=1619125787,https://cdn.shopify.com/s/files/1/1916/9825/products/3_f3dc260e-c344-447d-b55d-92f31758cb25.jpg?v=1619072996,https://cdn.shopify.com/s/files/1/1916/9825/products/2_7375ee77-af90-4e21-9b8c-e19bfec7831d.jpg?v=1619072996,https://cdn.shopify.com/s/files/1/1916/9825/products/4_eae21a7c-dc49-492c-9c22-4a580dc54ed2.jpg?v=1619072996,https://cdn.shopify.com/s/files/1/1916/9825/products/5_9fd1960f-3e4b-41c7-9a49-1e3ea3404c5a.jpg?v=1619072996,https://cdn.shopify.com/s/files/1/1916/9825/products/1_c7e97c69-3833-45fc-8b50-37bed4597cc3.jpg?v=1619072996,,,,,,,,,
0255_Desk_Light,0255,https://cdn.shopify.com/s/files/1/1916/9825/products/0255.jpg?v=1618531347,https://cdn.shopify.com/s/files/1/1916/9825/products/IMG-20200708-WA0068.jpg?v=1618054030,https://cdn.shopify.com/s/files/1/1916/9825/products/dl1_3cb28a67-83b4-4541-b2d7-c7653a7eec4f.jpg?v=1618054030,https://cdn.shopify.com/s/files/1/1916/9825/products/dl2_b8b5c984-d6d8-4759-b12a-df2740d70cc9.jpg?v=1618054030,https://cdn.shopify.com/s/files/1/1916/9825/products/dl3_eb6f013c-ce4c-4e0e-9694-de61be967221.jpg?v=1618054030,https://cdn.shopify.com/s/files/1/1916/9825/products/255_4.jpg?v=1618054030,,,,,,,,,
0098_3_in_1_kitchen_kit,0098,https://cdn.shopify.com/s/files/1/1916/9825/products/0098.jpg?v=1617924209,https://cdn.shopify.com/s/files/1/1916/9825/products/2_93142f77-e6c4-4681-97c6-11d191f1cdb2.jpg?v=1617772926,https://cdn.shopify.com/s/files/1/1916/9825/products/3_405386bf-015b-4798-9a91-747bdac0c9d7.jpg?v=1617772926,https://cdn.shopify.com/s/files/1/1916/9825/products/4_8ba688ea-9995-4cb5-829a-cc42d6299dc6.jpg?v=1617772926,https://cdn.shopify.com/s/files/1/1916/9825/products/5_02c19d81-f8ff-40fe-8501-e83c2a92aa38.jpg?v=1617772926,https://cdn.shopify.com/s/files/1/1916/9825/products/6_0bb77ab5-7a39-49ba-bc75-ce4b2fd4509b.jpg?v=1617772926,https://cdn.shopify.com/s/files/1/1916/9825/products/1_361009e4-b05e-45d9-8c7d-f0a47427e32e.jpg?v=1617772926,,,,,,,,
0241_multi_tealight,0241,https://cdn.shopify.com/s/files/1/1916/9825/products/Untitled-8_d2afa844-fda4-4ecd-b6f9-0369eec889dc.jpg?v=1629391725,https://cdn.shopify.com/s/files/1/1916/9825/products/Untitled-2_a775d46c-e058-48b9-92d0-427015ffb984.jpg?v=1629391727,https://cdn.shopify.com/s/files/1/1916/9825/products/Untitled-6_d937cdbf-a8c8-418b-bf1b-173bbbe4c14e.jpg?v=1629391729,https://cdn.shopify.com/s/files/1/1916/9825/products/Untitled-3_a5ed8872-fe51-4c34-bd3e-c25287dc4201.jpg?v=1629391731,https://cdn.shopify.com/s/files/1/1916/9825/products/Untitled-4_c6db0d30-270b-4d32-879b-c788a72f6c1c.jpg?v=1629391733,https://cdn.shopify.com/s/files/1/1916/9825/products/Untitled-7_8cf859c7-12a9-4766-8369-9677b5cc096f.jpg?v=1629391736,https://cdn.shopify.com/s/files/1/1916/9825/products/Untitled-5_e76e6dbb-dd18-4f4f-8df8-88ab17d5c181.jpg?v=1629391738,,,,,,,,
0136_spatula_pastry_brush,0136,https://cdn.shopify.com/s/files/1/1916/9825/products/0136.jpg?v=1617924299,https://cdn.shopify.com/s/files/1/1916/9825/products/2_f370e0e3-5910-4195-aeff-027d0fc675af.jpg?v=1617793040,https://cdn.shopify.com/s/files/1/1916/9825/products/3_ef2d7665-c1ef-4ab4-a8e3-b0c0717499f6.jpg?v=1617793040,https://cdn.shopify.com/s/files/1/1916/9825/products/4_a6eaa0e3-a30f-4c2b-acaa-80fe131d4271.jpg?v=1617793040,https://cdn.shopify.com/s/files/1/1916/9825/products/5_700b149f-efe5-40a8-b212-030e97189c3c.jpg?v=1617793040,https://cdn.shopify.com/s/files/1/1916/9825/products/1_6886e9c7-6a22-4c10-b8e6-1624d18f3ba3.jpg?v=1617793040,,,,,,,,,
0866_art_coin_1,0866,https://cdn.shopify.com/s/files/1/1916/9825/products/41Z-ej1jfjL.jpg?v=1606575613,https://cdn.shopify.com/s/files/1/1916/9825/products/20_01408162-ffce-409a-981c-d891aecf2e01.jpg?v=1606575616,https://cdn.shopify.com/s/files/1/1916/9825/products/IMG-20200718-WA0104.jpg?v=1606575619,https://cdn.shopify.com/s/files/1/1916/9825/products/1_3e177594-aebb-4738-84dc-e38fb9313e7b.jpg?v=1606575623,https://cdn.shopify.com/s/files/1/1916/9825/products/31JF-hTaVaL.jpg?v=1606575626,https://cdn.shopify.com/s/files/1/1916/9825/products/31-e7hckN_L.jpg?v=1606575629,,,,,,,,,
0549_portable_scale,0549,https://cdn.shopify.com/s/files/1/1916/9825/products/0549.jpg?v=1618532074,https://cdn.shopify.com/s/files/1/1916/9825/products/pesa1-quoface-portable-electronic-scale-original-imaepktxvhffhbuf_947ccab6-f826-4f55-b8aa-03674996cb4a.jpg?v=1618400915,https://cdn.shopify.com/s/files/1/1916/9825/products/51N-HNZ4ROL._SL1200.jpg?v=1618400915,https://cdn.shopify.com/s/files/1/1916/9825/products/61xinUadXTL._SL1200.jpg?v=1618400915,https://cdn.shopify.com/s/files/1/1916/9825/products/71B5oKGozgL._SL1500.jpg?v=1618400915,,,,,,,,,,
0474_hand_cultivator,0474,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODEcopy_95a69f89-0250-4359-bf74-c793a65215cb.jpg?v=1619125476,https://cdn.shopify.com/s/files/1/1916/9825/products/71k0sbeUi0L._SL1000.jpg?v=1618634719,https://cdn.shopify.com/s/files/1/1916/9825/products/61K5gvFD9aL._SL1000.jpg?v=1618634719,https://cdn.shopify.com/s/files/1/1916/9825/products/518LCUN31RL._SL1002.jpg?v=1618634719,https://cdn.shopify.com/s/files/1/1916/9825/products/41VUBpsY0AL._SL1000_6aca79a1-f890-45fe-a010-fce186a6464c.jpg?v=1618634719,https://cdn.shopify.com/s/files/1/1916/9825/products/deodap-gardening-tool-hand-cultivator-281-pc-29-500x500.jpg?v=1618634719,,,,,,,,,
0475_weeding_fork,0475,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODEcopy_d9fae573-de0b-4ca1-9cae-65abc4d116b0.jpg?v=1619125478,https://cdn.shopify.com/s/files/1/1916/9825/products/61RNT_9QYFL._SL1000.jpg?v=1618634756,https://cdn.shopify.com/s/files/1/1916/9825/products/612kCozSSZL._SL1000.jpg?v=1618634756,https://cdn.shopify.com/s/files/1/1916/9825/products/deodap-steel-hand-weeding-fork-500x500.jpg?v=1618634756,https://cdn.shopify.com/s/files/1/1916/9825/products/51hCi73LhYL._SL1500.jpg?v=1618634756,https://cdn.shopify.com/s/files/1/1916/9825/products/41BspfVq3SL._SL1000_fa79ee2b-f9fa-468a-9036-997d91969047.jpg?v=1618634756,,,,,,,,,
0451_24pcs_t_shape_screwdriver,0451,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODEcopy_0ff617b4-68d5-4d58-8118-e3b18f9bc5e6.jpg?v=1619125417,https://cdn.shopify.com/s/files/1/1916/9825/products/3_86afe376-95df-4d7a-8dd6-0233df48fe88.jpg?v=1618631966,https://cdn.shopify.com/s/files/1/1916/9825/products/2_0d69ce76-c8ae-4280-a9f1-aabf06282dee.jpg?v=1618631966,https://cdn.shopify.com/s/files/1/1916/9825/products/24pcs-kit-accessoreez-original-imaf7tj9pehahhsz_53ee5499-7489-4631-9c77-c472fcf93e23.jpg?v=1618631966,,,,,,,,,,,
0718_garden_gloves,0718,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODE_1fa504db-a668-4982-9c07-df59b0c83e13.jpg?v=1619125822,https://cdn.shopify.com/s/files/1/1916/9825/products/2_6998765a-cc95-4a0c-85a2-4111d6d31739.jpg?v=1618907431,https://cdn.shopify.com/s/files/1/1916/9825/products/4_3d29bad5-152e-4d6d-8aba-c181b1094b53.jpg?v=1618907431,https://cdn.shopify.com/s/files/1/1916/9825/products/3_3c6c82dd-8fcc-4810-b90d-d3528d24fefb.jpg?v=1618907431,https://cdn.shopify.com/s/files/1/1916/9825/products/6187s-ZGrXL._SL1000_26e25f59-3ffa-4286-a152-09f9d0ddfa6d.jpg?v=1618907431,https://cdn.shopify.com/s/files/1/1916/9825/products/1_205bf8e7-45a7-4b15-afef-750af9a2354d.jpg?v=1618907431,,,,,,,,,
0128_royal_tiffin,0128,https://cdn.shopify.com/s/files/1/1916/9825/products/0128.jpg?v=1617924282,https://cdn.shopify.com/s/files/1/1916/9825/products/3_73189a8d-4a65-48b1-a25b-aa98fe715d93.jpg?v=1617788801,https://cdn.shopify.com/s/files/1/1916/9825/products/11_67bb2931-9b2d-4e1e-adb1-8201d8438d63.jpg?v=1617788801,https://cdn.shopify.com/s/files/1/1916/9825/products/2_ae19af65-64ca-422a-80db-242f522e13e5.jpg?v=1617788801,,,,,,,,,,,
0277_l_bag,0277,https://cdn.shopify.com/s/files/1/1916/9825/products/0277_7f425b5f-b386-4da6-9919-497bed0eb668.jpg?v=1618531387,https://cdn.shopify.com/s/files/1/1916/9825/products/4_9f5ca000-cbe8-4ee1-92fb-082b37ee7df7.jpg?v=1618054544,https://cdn.shopify.com/s/files/1/1916/9825/products/2_167adef0-5482-452a-b1d3-1078400bf831.jpg?v=1618054544,https://cdn.shopify.com/s/files/1/1916/9825/products/3_0d458a11-19e1-4ce6-bee7-445471e6ac54.jpg?v=1618054544,https://cdn.shopify.com/s/files/1/1916/9825/products/91QCJV42RoL._SL1500_abf12bc8-6c44-42e0-91b9-77ab45ec10de.jpg?v=1618054544,,,,,,,,,,
0262_lazy_neck_premium,0262,https://cdn.shopify.com/s/files/1/1916/9825/products/0262.jpg?v=1618531360,https://cdn.shopify.com/s/files/1/1916/9825/products/61S0aZlg6HL._SL1500_19212400-d581-4d7d-b2d5-1f15f0f7ef70.jpg?v=1618054239,https://cdn.shopify.com/s/files/1/1916/9825/products/2_00c42ecc-3605-4d08-9eee-18aac8745d52.jpg?v=1618054239,https://cdn.shopify.com/s/files/1/1916/9825/products/3_95ea0e07-fe48-4b7b-ae6a-d2b594f08f02.jpg?v=1618054239,https://cdn.shopify.com/s/files/1/1916/9825/products/4_8d483d1e-a992-4f74-8746-eb63b7903ef9.jpg?v=1618054239,https://cdn.shopify.com/s/files/1/1916/9825/products/1_b87ab75f-03b6-4995-96f9-12d0f13a92dc.jpg?v=1618054239,,,,,,,,,
